Date,Close,High,Low,Open,Volume,SMA_50,EMA_50,RSI_14,EMA_12,EMA_26,MACD,SMA_20,STD_20,Upper_Band,Lower_Band,High-Low,High-PrevClose,Low-PrevClose,TR,ATR_14,OBV,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalShareholderEquity,shortTermDebt,longTermDebt,commonStockSharesOutstanding,netIncome,EPS,Total_Debt,DE_Ratio,Current_Ratio,ROA,ROE
2010-01-27,13.501516342163086,13.639744798005337,13.332404880084773,13.480844147319475,158417424,,15.026483725588664,20.658181106790906,14.174804661838353,14.668475944100878,-0.4936712822625253,,,,,0.30733991792056337,0.13025955325436023,0.17708036466620314,0.30733991792056337,0.4052733086424614,-1352338308,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-01-28,13.307000160217285,13.623555219580256,13.215097170318666,13.561041292547966,129034836,,14.959052997534885,21.891191523361854,14.041296276973572,14.567625886035428,-0.5263296090618557,,,,,0.4084580492615899,0.1220388774171699,0.28641917184442,0.4084580492615899,0.4035833036450948,-1481373144,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-01-29,13.198659896850586,13.47387058701347,13.090817101704765,13.41160627900656,165454380,,14.890017973978638,14.948436331568615,13.911659910800804,14.466220997947662,-0.5545610871468583,,,,,0.38305348530870553,0.16687042679618536,0.21618305851252018,0.38305348530870553,0.4057892330462097,-1646827524,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-01,13.275368690490723,13.344856869731345,13.207625024081937,13.314719888536347,89941968,,14.826698394234015,17.573041690540066,13.813768953830023,14.378009715913816,-0.5642407620837933,14.353847217559814,0.771955687920992,15.897758593401798,12.809935841717829,0.13723184564940816,0.14619697288075884,0.008965127231350678,0.14619697288075884,0.39769469547351644,-1556885556,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-02,13.228048324584961,13.323687117132334,13.140628105185414,13.323687117132334,163684152,,14.764006234639934,19.16678500863796,13.723658087792321,14.292827390630196,-0.5691693028378744,14.234759426116943,0.7514460928725474,15.737651611862038,12.731867240371848,0.18305901194691998,0.04831842664161101,0.13474058530530897,0.18305901194691998,0.3874476651409658,-1720569708,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-03,13.469635963439941,13.501515561247441,13.15607067678798,13.167029407176376,119844036,,14.713246616161504,27.444636204773147,13.684577760968878,14.231850247875363,-0.5472724869064844,14.131188011169433,0.7031206457589977,15.537429302687428,12.724946719651438,0.34544488445946087,0.27346723666247996,0.0719776477969809,0.34544488445946087,0.38262650884414157,-1600725672,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-04,13.11995792388916,13.399401772331636,13.089572264797738,13.37449642796483,134972892,,14.650764706660627,22.301233488325167,13.597713170648921,14.149487853506015,-0.5517746828570935,14.029721212387084,0.694843059590082,15.419407331567248,12.64003509320692,0.30982950753389815,0.07023419110830531,0.38006369864220346,0.38006369864220346,0.3895111393055739,-1735698564,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-05,13.232282638549805,13.287324964657516,13.012363906164975,13.160303920059249,126113760,,14.595137958891575,27.555000042345725,13.541493088787519,14.081546726472222,-0.5400536376847036,13.951504135131836,0.6920123424502802,15.335528820032398,12.567479450231275,0.2749610584925417,0.1673670407683563,0.10759401772418542,0.2749610584925417,0.38154110447403167,-1609584804,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-08,13.286577224731445,13.499026255435567,13.238260479478159,13.262418852104801,107664228,,14.54382185166961,23.731390803073253,13.502275263548123,14.022660096713645,-0.5203848331655223,13.866138935089111,0.6612816109197319,15.188702156928574,12.543575713249648,0.2607657759574078,0.266743616885762,0.005977840928354183,0.266743616885762,0.3754570179087918,-1501920576,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-09,13.36054801940918,13.48731944127123,13.326426560823917,13.43775648032926,112671216,,14.49741895628685,27.754679647596276,13.48047107214213,13.973614757654055,-0.49314368551192445,13.785605525970459,0.6161547916777688,15.017915109325996,12.553295942614922,0.16089288044731376,0.2007422165397852,0.03984933609247143,0.2007422165397852,0.3678608480123214,-1389249360,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-10,13.310986518859863,13.39417169576249,13.142621079972526,13.301521728927147,106873020,,14.450892194034813,25.30274355500751,13.45439652548332,13.92453118441004,-0.47013465892671924,13.715831565856934,0.5845915988522621,14.885014763561458,12.546648368152411,0.25155061578996296,0.03362367635330976,0.2179269394366532,0.25155061578996296,0.35990877954471656,-1496122380,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-11,13.359551429748535,13.461417508849486,13.187700767908163,13.282841265490275,96303600,,14.408094517003978,39.87794424620748,13.439804972293354,13.882680832212891,-0.44287585991953726,13.652707433700561,0.5486461251390677,14.749999683978697,12.555415183422426,0.2737167409413228,0.1504309899896228,0.12328575095170002,0.2737167409413228,0.29385466706437224,-1399818780,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-12,13.277859687805176,13.378230873007796,13.212606553217183,13.274124835665486,91096812,,14.363771582525594,44.314000993674036,13.414890313141326,13.837879265960469,-0.42298895281914284,13.582061672210694,0.49642665759833127,14.574914987407356,12.589208357014032,0.16562431979061287,0.018679443259260964,0.1469448765313519,0.16562431979061287,0.27988942190684074,-1490915592,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-16,13.48159122467041,13.552075052281605,13.307249081758755,13.371257899984625,146029824,,14.329176274374412,49.15485982329176,13.425151991838108,13.811487559198241,-0.38633556736013297,13.533868646621704,0.4530916983176923,14.440052043257088,12.62768524998632,0.24482597052285016,0.27421536447642936,0.0293893939535792,0.27421536447642936,0.27579785380975846,-1344885768,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-17,13.404631614685059,13.533894519958483,13.389688409011919,13.499026090917955,81106812,,14.292919621053262,47.18235599204555,13.42199501073764,13.781350081826895,-0.35935507108925613,13.472338533401489,0.3719456237197517,14.216229780840992,12.728447285961986,0.14420611094656444,0.052303295288073315,0.09190281565849112,0.14420611094656444,0.26414543902590143,-1425992580,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-18,13.529411315917969,13.573993210004168,13.353076926381647,13.387945356754532,93382524,,14.262978118891093,56.74171692276027,13.438520596149997,13.762687951018826,-0.32416735486882864,13.42602596282959,0.2921752485382753,14.01037645990614,12.841675465753038,0.2209162836225218,0.16936159531910988,0.05155468830341192,0.2209162836225218,0.25074959862311086,-1332610056,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-19,13.46814250946045,13.549584121594748,13.441742275892684,13.462414470288008,102021876,,14.231808094991852,58.40849428340345,13.443077813582375,13.74086977016265,-0.2977919565802747,13.373449516296386,0.13999790603715168,13.65344532837069,13.093453704222082,0.10784184570206357,0.02017280567677915,0.08766904002528442,0.10784184570206357,0.23109162436549355,-1434631932,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-22,13.518951416015625,13.63600938363075,13.47412084637486,13.632272632785456,85698216,,14.203852931110431,57.72521739130434,13.454750675495184,13.724431373559167,-0.26968069806398276,13.364470958709717,0.12274811271255584,13.60996718413483,13.118974733284604,0.1618885372558907,0.16786687417030066,0.005978336914409965,0.16786687417030066,0.2326394744576037,-1348933716,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-23,13.32642650604248,13.53962155460759,13.25718889406346,13.523931378542104,114789096,,14.169444051696003,52.856928419066755,13.435008495579382,13.694949531520892,-0.25994103594151063,13.358331632614135,0.12134926102959875,13.601030154673332,13.115633110554938,0.28243266054412963,0.020670138591965426,0.2617625219521642,0.28243266054412963,0.23973759221454724,-1463722812,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-24,13.23676586151123,13.410360092805128,13.212856162169391,13.299279792575936,92970936,,14.13286843639464,42.58290625706225,13.404509628799666,13.661010000409066,-0.2565003716094001,13.344695663452148,0.11876541429891388,13.582226492049976,13.10716483485432,0.19750393063573668,0.0839335867626474,0.11357034387308929,0.19750393063573668,0.22917038122713837,-1556693748,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-25,13.11124038696289,13.16254596323279,12.951094474968302,13.12842450422062,132235632,,14.092804591318886,49.676088828413185,13.3593912839017,13.620286325338977,-0.2608950414372764,13.325181865692139,0.1236063624293298,13.572394590550799,13.07796914083348,0.2114514882644869,0.07421989827844122,0.2856713865429281,0.2856713865429281,0.22242807322004726,-1688929380,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-02-26,13.120453834533691,13.243739072193751,13.03776601219123,13.135896285313795,81890028,,14.054673189092016,45.500051806909894,13.322631676306623,13.583261696390437,-0.26063002008381453,13.315854549407959,0.13181628754363586,13.57948712449523,13.052221974320688,0.20597306000252047,0.1324986852308605,0.07347437477165997,0.20597306000252047,0.21750035904218862,-1607039352,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-01,13.26715087890625,13.282095033483497,13.143866586610722,13.180228955998393,89426484,,14.023789961241594,49.27239917531429,13.314096169014258,13.559846080280497,-0.24574991126623935,13.319279098510743,0.12948034798562483,13.578239794481993,13.060318402539492,0.13822844687277502,0.16164119894980544,0.02341275207703042,0.16164119894980544,0.20999304347533457,-1517612868,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-02,13.475613594055176,13.590181017052197,13.324933424405593,13.336638176080303,174097728,,14.002292848802911,53.91525741629031,13.338945003635937,13.5536066368564,-0.21466163322046405,13.329291343688965,0.13358330719650538,13.596457958081976,13.062124729295954,0.26524759264660425,0.3230301381459473,0.05778254549934303,0.3230301381459473,0.21872789501863185,-1343515140,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-03,13.581714630126953,13.651450542732665,13.43053520508986,13.507992343847322,123452424,,13.985799585325424,58.87057008956221,13.376294176942247,13.555688710431998,-0.17939453348975043,13.346974658966065,0.1425812553385904,13.632137169643245,13.061812148288885,0.22091533764280413,0.1758369486774889,0.04507838896531524,0.22091533764280413,0.21653966086526338,-1220062716,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-04,13.812591552734375,13.850946160762371,13.603630598791401,13.61110220172128,127224648,,13.979007113459108,63.25995025917148,13.443416850141036,13.574718550602544,-0.13130170046150802,13.364122438430787,0.17503852845654794,13.714199495343882,13.014045381517692,0.2473155619709697,0.2692315306354178,0.021915968664448116,0.2692315306354178,0.21621928870055587,-1092838068,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-05,14.052186012268066,14.138361917041038,13.944842463947646,13.980956160895758,156331512,,13.981876874196715,70.74601222980921,13.537073644314425,13.610086510725916,-0.0730128664114904,13.410733842849732,0.22390011324163195,13.858534069332995,12.962933616366469,0.19351945309339236,0.3257703643066634,0.13225091121327104,0.3257703643066634,0.22765829188027378,-936506556,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-08,14.009099006652832,14.076346281010599,13.972487962153783,14.066383194548397,95360544,,13.982944408802837,65.46435101570668,13.609692930828025,13.639642991905687,-0.029950061077661516,13.449574661254882,0.25634247311505143,13.962259607484985,12.93688971502478,0.1038583188568154,0.02416026874253241,0.07969805011428299,0.1038583188568154,0.21548993147887277,-1031867100,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-09,13.952065467834473,14.063395390300142,13.86016152343374,13.943596322269737,126936936,,13.981733469941332,66.23821227078001,13.662365628829017,13.66278539753004,-0.0004197687010236706,13.482849073410033,0.27647241446389836,14.03579390233783,12.929904244482238,0.20323386686640177,0.054296383647310265,0.1489374832190915,0.20323386686640177,0.21970619975886116,-1158804036,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-10,14.357035636901855,14.408092537353493,14.00237369430779,14.040977923706958,225969804,,13.996451201979,71.05030424723611,13.7692379377633,13.71421134118721,0.05502659657608966,13.532673454284668,0.3365379578669252,14.205749370018518,12.859597538550817,0.4057188430457028,0.4560270695190205,0.050308226473317674,0.4560270695190205,0.2364998273228968,-932834232,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-11,14.473844528198242,14.600117654783066,14.300996321978394,14.302491212044322,169162668,,14.015172508889558,74.87680197022489,13.877638951676367,13.77048046615099,0.10715848552537643,13.590816354751587,0.39208914803698725,14.374994650825561,12.806638058677612,0.29912133280467224,0.24308201788121053,0.0560393149234617,0.29912133280467224,0.25016264783022596,-763671564,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-12,14.43399429321289,14.651672105838932,14.424529504021562,14.64818497833302,110025864,,14.031596892588512,72.7576582115154,13.963232081143524,13.819629638525946,0.1436024426175777,13.644538497924804,0.4304641495670848,14.505466797058974,12.783610198790635,0.2271426018173699,0.17782757764068968,0.04931502417668021,0.2271426018173699,0.2543966283764452,-873697428,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-15,14.026534080505371,14.182694573737937,13.847709154753916,14.113704682766768,185969844,,14.031398350938193,65.73033804168952,13.972970850276115,13.834955893487386,0.13801495678872833,13.681972217559814,0.4294506837193808,14.540873584998575,12.823070850121052,0.33498541898402046,0.2512997194749538,0.5862851384589742,0.5862851384589742,0.2761003767989341,-1059667272,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-16,14.07684326171875,14.157040553200627,13.96626126235819,13.992910168837113,137122740,13.888773593902588,14.033180504302138,69.21503007839273,13.988951221267289,13.852873476319338,0.13607774494795066,13.711734819412232,0.43541778213676857,14.58257038368577,12.840899255138694,0.19077929084243728,0.13050647269525584,0.06027281814718144,0.19077929084243728,0.275620045385127,-922544532,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-17,14.085808753967285,14.232505388044583,14.053181238775311,14.154050716813101,132731136,13.858293685913086,14.035244357230182,73.54677861983313,14.003852380144211,13.8701279413303,0.13372443881391227,13.745793676376342,0.43677062933974575,14.619334935055834,12.872252417696851,0.17932414926927187,0.15566212632583287,0.023662022943439,0.17932414926927187,0.2680238141512944,-789813396,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-18,14.106730461120605,14.157538688368849,14.021053805402527,14.06488777747489,71016912,13.829607009887695,14.038047733853336,73.69560156756935,14.019679777217501,13.887654053907358,0.13202572331014295,13.774659633636475,0.44077636275553805,14.65621235914755,12.893106908125398,0.13648488296632166,0.07172993440156361,0.06475494856475805,0.13648488296632166,0.2630603729344231,-718796484,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-19,13.947332382202148,14.14657986563034,13.879587763268303,13.947332382202148,191576232,13.805567779541015,14.034490269082703,66.24244494545786,14.008549408753602,13.892074670818085,0.11647473793551733,13.79861912727356,0.4362383595969675,14.671095846467495,12.926142408079624,0.2669921023620372,0.0398494045097344,0.2271426978523028,0.2669921023620372,0.2705854374638682,-910372716,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-22,13.885066986083984,14.117937628256715,13.804869696862934,13.850448181100866,160031808,13.7873366355896,14.028630532494518,60.51151401076557,13.989552112958277,13.891555583060004,0.09799652989827301,13.816924905776977,0.43154138633834194,14.680007678453661,12.953842133100293,0.31306793139378186,0.17060524605456706,0.1424626853392148,0.31306793139378186,0.26987385126728497,-1070404524,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-23,13.673367500305176,13.905241560448854,13.499026301519129,13.873611584786602,219831948,13.760926361083984,14.014698648879248,52.23190751047734,13.940908326396261,13.875393502855943,0.0655148235403189,13.834271955490113,0.41753241539349784,14.669336786277109,12.999207124703117,0.4062152589297252,0.020174574364869358,0.38604068456485585,0.4062152589297252,0.28310955993063647,-1290236472,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-24,13.880833625793457,13.943596229839326,13.441742172977492,13.586444685227155,262345392,13.73911870956421,14.009449040130786,51.68098002707159,13.93166606476506,13.875796474925387,0.055869589839673495,13.866475343704224,0.393148313565759,14.652771970835742,13.080178716572705,0.5018540568618342,0.2702287295341499,0.23162532732768426,0.5018540568618342,0.29972545466109474,-1027891080,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-25,14.019062042236328,14.246203707946735,13.913958456595255,13.92292400050117,157078764,13.725370635986328,14.009826020605514,49.141182538705266,13.94511159976064,13.886408739170642,0.05870286058999774,13.911866426467896,0.3515710743092383,14.615008575086373,13.208724277849418,0.3322452513514804,0.3653700821532784,0.033124830801797955,0.3653700821532784,0.30255400593585297,-870812316,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
2010-03-26,14.014328956604004,14.131386911395374,13.947830554510508,14.078586447399752,107740152,13.713216533660889,14.010002606330945,50.13835041101475,13.95576042389039,13.895884310832372,0.05987611305801721,13.956560182571412,0.2984747391449401,14.553509660861293,13.35961070428153,0.18355635688486593,0.11232486915904616,0.07123148772581978,0.18355635688486593,0.3082467229378566,-978552468,42871000000,31132000000,2922000000,38283000000,450000000.0,,12904314838,1955000000,0.15149971343251878,,,10.654346338124572,0.045601922045205384,0.05106705326123867
